,German Apples (EUR),UK Apples (GBP),EURGBP
01/01/2015,100,119.15867578092376,0.85
02/01/2015,99.40554532852796,117.28097974896045,0.8540553805666896
05/01/2015,99.72534493346593,117.67820243974921,0.8501605944909023
06/01/2015,101.79375292167474,121.44744838127359,0.8501282238766146
07/01/2015,101.4295139580102,122.71926652748867,0.8467813552762807
08/01/2015,101.25569611314437,119.28839500455632,0.8477517573254864
09/01/2015,103.51946272840043,122.86735434083526,0.8501232055114419
12/01/2015,104.61685820034249,127.37817879521464,0.8489973046411425
13/01/2015,104.21971630723941,127.10274118643402,0.842061885
14/01/2015,104.91574693127686,125.28789418070193,0.8425897094975504
15/01/2015,103.91986866227818,125.50542529345223,0.843749571
16/01/2015,103.6607915961141,122.63522059053378,0.8448246935632434
19/01/2015,103.78864181674793,123.36140798300441,0.8481194533200916
20/01/2015,101.02260532428993,121.48049799460861,0.8452631412470517
21/01/2015,98.79941451851798,113.90879444988109,0.8470760414284175
22/01/2015,97.82421271871902,113.81506799669654,0.8502636803884699
23/01/2015,96.46078454146428,114.89645926906373,0.8455137994652763
26/01/2015,96.95229396448336,114.2150988746943,0.8463654987207243
27/01/2015,95.95850616407452,115.91984967821384,0.8450225223673627
28/01/2015,94.00371474691556,111.07721081462493,0.8448055718582098
29/01/2015,95.61247411274898,111.89274420331839,0.8457312065749335
30/01/2015,95.66784970997217,116.44424061309572,0.8444343210770225
02/02/2015,95.90290416344898,114.26425416601997,0.8426390391713486
03/02/2015,94.81822597,113.55837852860509,0.8427296867315397
04/02/2015,94.5245706,112.06533109111433,0.8398486923456383
05/02/2015,95.00230621822641,114.64139348475686,0.8369812926517436
06/02/2015,93.22988443620869,113.2213735464056,0.8387742034745762
09/02/2015,93.90158684407122,111.54847819974488,0.8357446997489183
10/02/2015,93.18179416284823,113.5619367029731,0.8375005081797974
11/02/2015,92.68268022,110.78524916415735,0.838721657
12/02/2015,92.03507078036054,111.35335829721903,0.8341749193867399
13/02/2015,94.49274312050481,113.92226681335083,0.832396582
16/02/2015,94.62958300279364,117.53114820209596,0.8355331957804408
17/02/2015,93.12260786,113.06821538716711,0.8329550656706202
18/02/2015,94.31670195180796,113.0167946685272,0.8317375630228759
19/02/2015,92.69444769,113.7755384018823,0.8329489177196407
20/02/2015,93.00583001486494,110.98504595202016,0.8350067137149929
23/02/2015,90.65461774712224,109.82859444441767,0.8343454224196831
24/02/2015,89.09236348917226,105.0856513607201,0.8327766774783291
25/02/2015,89.53297231,106.59446368499187,0.8365159233410894
26/02/2015,90.07783660998305,108.79051236306435,0.8411101067825968
27/02/2015,90.83091092,109.35054502128997,0.8437073460723512
02/03/2015,90.18349476744658,109.25753974131909,0.843934103
03/03/2015,89.67661939814647,106.74974686360747,0.8417883503513199
04/03/2015,88.12781430549578,105.49306798077566,0.8395894003680053
05/03/2015,87.49652782834555,103.86992727649178,0.8409723046520815
06/03/2015,86.96613772796236,104.21573125213433,0.8420812941959358
09/03/2015,88.11970977055526,105.24722380258136,0.8458069813318974
10/03/2015,88.62005670555398,107.0480960917681,0.847541584
11/03/2015,86.61368856371271,104.8591318857958,0.8435385862874469
12/03/2015,87.35399184,101.72822448713863,0.8463381379065338
13/03/2015,87.16479636079453,105.0938428443803,0.8436817706112324
16/03/2015,86.66593874454777,103.04289977289498,0.842662042
17/03/2015,87.07448614848163,104.38723432061006,0.843326369
18/03/2015,88.19435163378694,105.30961985517776,0.8486440130964553
19/03/2015,89.15436013,106.5048731429863,0.8569976013451108
20/03/2015,87.94120268800476,104.40779367181625,0.858636888
23/03/2015,87.70218585,102.17857650811716,0.8581415843468629
24/03/2015,87.92345511733579,103.04227231308067,0.8595875121442892
25/03/2015,89.19824206863363,104.46750225854579,0.8619941541715636
26/03/2015,88.36652307332439,105.4271241566496,0.8611239726264825
27/03/2015,88.64222001183654,102.08217399254248,0.8660068904209396
30/03/2015,87.17226840556494,101.78719573157875,0.8666346738867607
31/03/2015,85.93110671999771,97.83796883358956,0.8679944002231648
01/04/2015,87.03554153615661,99.32162444,0.8698168980834353
02/04/2015,88.38001867613171,103.99679098478543,0.8709726716558197
03/04/2015,88.54079224581264,103.47396725275745,0.8732771856115664
06/04/2015,89.32441183732358,103.33520568666385,0.8715810401786406
07/04/2015,90.14724855117836,105.68557161462401,0.8700497245808433
08/04/2015,89.42505784478482,105.07293598971853,0.8670400804301595
09/04/2015,89.66811577,104.24433988636162,0.8682411540676291
10/04/2015,91.34011252601336,106.99983411290275,0.8703739289634227
13/04/2015,91.53543936763293,107.84972644208571,0.871629782
14/04/2015,93.18974573642852,107.91142408099465,0.8762390371170601
15/04/2015,89.95516981822323,105.93075608024174,0.8762235928369023
16/04/2015,90.83169959614266,100.7676066391936,0.8780711612061772
17/04/2015,90.59849754161293,105.20637403242415,0.8750570681798427
20/04/2015,90.78048574677426,104.74414923168479,0.8739908054753076
21/04/2015,90.72710294902686,104.87809926073079,0.8759075891779097
22/04/2015,88.71900667832705,101.95674509776039,0.8782532694541116
23/04/2015,88.53571168468866,99.92070861931533,0.8774404633263089
24/04/2015,88.66310762,101.75633192830885,0.877242608
27/04/2015,90.33134505424795,104.38262247807818,0.8730586499080578
28/04/2015,89.96889411869927,106.31254746940087,0.8720774156009032
29/04/2015,89.00785665025444,102.63437338854168,0.87452654
30/04/2015,88.78349213547214,101.01238191343579,0.8761123780848505
01/05/2015,90.10637074207825,103.86878379375165,0.8774950523614818
04/05/2015,90.74621248007074,105.51047355229916,0.8776326301320613
05/05/2015,90.01571670155286,104.25690029353652,0.8776521549182441
06/05/2015,90.29565532299902,103.32185726267427,0.8758286967260677
07/05/2015,90.23518881174192,104.05992482084469,0.8777586087616608
08/05/2015,91.40324983769193,104.87989032738808,0.8789232360787026
11/05/2015,90.75782955879127,106.21351670486878,0.8802863714251934
12/05/2015,89.77140242413047,102.2845387100964,0.8788290730129374
13/05/2015,89.33027856010752,103.15292366501542,0.8728886769601217
14/05/2015,87.74541038098427,100.9635806997337,0.8759103417771676
15/05/2015,87.99991272749116,99.98963532124365,0.8745902928049826
18/05/2015,88.65315514013584,103.2425664718116,0.8722168303714439
19/05/2015,88.78024964,104.29903023201256,0.8741240550012133
20/05/2015,88.8878169,102.78448953068508,0.8730454193093851
21/05/2015,87.26090736,100.52459343374649,0.8759649397275833
22/05/2015,87.05981334420117,98.26243571937198,0.8776689330126498
25/05/2015,87.13575046,99.98405879762012,0.8795606259180282
26/05/2015,86.61999150746777,99.59341821834327,0.8757845716940923
27/05/2015,86.15072587364808,98.55595217980904,0.8791340621450643
28/05/2015,86.52467461609221,99.46770246288669,0.8798577657196948
29/05/2015,88.51268309162678,102.34556066434257,0.8788349860523851
01/06/2015,88.84790868158156,104.44255018597062,0.8792319850118219
02/06/2015,89.33312320476331,103.50919591755877,0.8743267546915012
03/06/2015,89.01739750870325,103.68258840889479,0.8754528561504261
04/06/2015,86.91328843583574,100.13391471106218,0.8726190457279046
05/06/2015,86.33666845309425,98.71594955737218,0.8689091513793371
08/06/2015,86.79895780531304,101.47969713616723,0.8647527217064709
09/06/2015,89.39407489866574,104.81581073501364,0.8677886846558664
10/06/2015,89.19692097181469,107.26099773489793,0.8660704365583217
11/06/2015,89.45270392,104.05027895885684,0.8702643612402944
12/06/2015,89.7404882,105.11114483519779,0.868796928
15/06/2015,87.64551658437273,102.65939587471088,0.8641373628236317
16/06/2015,88.91546062437112,101.81982641427699,0.8611037697190999
17/06/2015,89.73544919060845,106.04681237521085,0.8644620969103698
18/06/2015,90.50841377,107.03041196468074,0.8640377216019767
19/06/2015,89.96875076305852,106.60117395745132,0.8625468656834486
22/06/2015,91.32100262241072,105.89129673456893,0.8629817075340173
23/06/2015,89.94422441980568,106.64786955286205,0.8643467000766333
24/06/2015,90.71704142679135,103.7053061496084,0.8673941065626719
25/06/2015,93.63043294009162,109.22678947419713,0.8713604977696698
26/06/2015,92.27877133315458,110.80729470002022,0.8703736620229877
29/06/2015,91.41508287952793,104.84414565322727,0.8667459902769443
30/06/2015,91.85010481796584,106.1612865876372,0.8656179678401786
01/07/2015,91.39530180597508,106.61335774335029,0.8663278980721905
02/07/2015,89.19554897727282,103.97635565461621,0.8637020992344637
03/07/2015,89.12465276489965,102.13320097613337,0.8611021812423636
06/07/2015,88.05035682056297,102.99064841231822,0.8620351135690002
07/07/2015,88.81486041414652,102.89441852634097,0.8619030249950662
08/07/2015,87.60785243014607,103.75192413544386,0.8619920648881113
09/07/2015,88.52266407928944,102.42911980556059,0.859935193
10/07/2015,87.80146860948604,103.93703009083703,0.8593113695188035
13/07/2015,87.11391824138578,102.58452274718866,0.856813499
14/07/2015,87.45738825,101.94403258737749,0.8592192568503294
15/07/2015,85.35021301143492,100.53725331681636,0.8620255106514255
16/07/2015,85.81828984,99.17874297164717,0.8570274254366593
17/07/2015,87.28209917028326,105.04171201889564,0.8545219892905612
20/07/2015,85.47482933445569,103.00640029351206,0.8505035719478358
